abs_word_idx,timestamp_s,packet_num,frame_length,passed_valid
228891,0.028611375,0,250,1
229141,0.028642625,1,250,1
229391,0.028673875,2,250,1
229641,0.028705125,3,250,1
229891,0.028736375,4,250,1
230141,0.028767625,5,250,1
230391,0.028798875,6,250,1
230641,0.028830125,7,250,1
230891,0.028861375,0,250,1
231141,0.028892625,1,250,1
231391,0.028923875,2,250,1
231641,0.028955125,3,250,1
231891,0.028986375,4,250,1
232141,0.029017625,5,250,1
232391,0.029048875,6,250,1
232641,0.029080125,7,250,1
232891,0.029111375,0,248,1
233139,0.029142375,1,250,1
233389,0.029173625,2,250,1
233639,0.029204875,3,250,1
233889,0.029236125,4,250,1
234139,0.029267375,5,250,1
234389,0.029298625,6,250,1
234639,0.029329875,7,250,1
234889,0.029361125,0,250,1
235139,0.029392375,1,250,1
235389,0.029423625,2,250,1
235639,0.029454875,3,250,1
235889,0.029486125,4,250,1
236139,0.029517375,5,250,1
236389,0.029548625,6,250,1
236639,0.029579875,7,250,1
236889,0.029611125,0,250,1
237139,0.029642375,1,250,1
237389,0.029673625,2,250,1
237639,0.029704875,3,250,1
237889,0.029736125,4,248,1
238137,0.029767125,5,250,1
238387,0.029798375,6,250,1
238637,0.029829625,7,250,1
238887,0.029860875,0,250,1
239137,0.029892125,1,250,1
239387,0.029923375,2,250,1
239637,0.029954625,3,250,1
239887,0.029985875,4,250,1
240137,0.030017125,5,250,1
240387,0.030048375,6,250,1
240637,0.030079625,7,250,1
240887,0.030110875,0,250,1
241137,0.030142125,1,250,1
241387,0.030173375,2,250,1
241637,0.030204625,3,250,1
241887,0.030235875,4,250,1
242137,0.030267125,5,250,1
242387,0.030298375,6,250,1
242637,0.030329625,7,248,1
242885,0.030360625,0,250,1
243135,0.030391875,1,250,1
243385,0.030423125,2,250,1
243635,0.030454375,3,250,1
243885,0.030485625,4,250,1
244135,0.030516875,5,250,1
244385,0.030548125,6,250,1
244635,0.030579375,7,250,1
244885,0.030610625,0,250,1
245135,0.030641875,1,250,1
245385,0.030673125,2,250,1
245635,0.030704375,3,250,1
245885,0.030735625,4,250,1
246135,0.030766875,5,250,1
246385,0.030798125,6,250,1
246635,0.030829375,7,250,1
246885,0.030860625,0,250,1
247135,0.030891875,1,250,1
247385,0.030923125,2,248,1
247633,0.030954125,3,250,1
247883,0.030985375,4,250,1
248133,0.031016625,5,250,1
248383,0.031047875,6,250,1
248633,0.031079125,7,250,1
248883,0.031110375,0,250,1
249133,0.031141625,1,250,1
249383,0.031172875,2,250,1
249633,0.031204125,3,250,1
249883,0.031235375,4,250,1
250133,0.031266625,5,250,1
250383,0.031297875,6,250,1
250633,0.031329125,7,250,1
250883,0.031360375,0,250,1
251133,0.031391625,1,250,1
251383,0.031422875,2,250,1
251633,0.031454125,3,250,1
251883,0.031485375,4,250,1
252133,0.031516625,5,248,1
252381,0.031547625,6,250,1
252631,0.031578875,7,250,1
252881,0.031610125,0,250,1
253131,0.031641375,1,250,1
253381,0.031672625,2,250,1
253631,0.031703875,3,250,1
253881,0.031735125,4,250,1
254131,0.031766375,5,250,1
254381,0.031797625,6,250,1
254631,0.031828875,7,250,1
254881,0.031860125,0,250,1
255131,0.031891375,1,250,1
255381,0.031922625,2,250,1
255631,0.031953875,3,250,1
255881,0.031985125,4,250,1
256131,0.032016375,5,250,1
256381,0.032047625,6,250,1
256631,0.032078875,7,250,1
256881,0.032110125,0,248,1
257129,0.032141125,1,250,1
257379,0.032172375,2,250,1
257629,0.032203625,3,250,1
257879,0.032234875,4,250,1
258129,0.032266125,5,250,1
258379,0.032297375,6,250,1
258629,0.032328625,7,250,1
258879,0.032359875,0,250,1
259129,0.032391125,1,250,1
259379,0.032422375,2,250,1
259629,0.032453625,3,250,1
259879,0.032484875,4,250,1
260129,0.032516125,5,250,1
260379,0.032547375,6,250,1
260629,0.032578625,7,250,1
260879,0.032609875,0,250,1
261129,0.032641125,1,250,1
261379,0.032672375,2,250,1
261629,0.032703625,3,248,1
261877,0.032734625,4,250,1
262127,0.032765875,5,250,1
262377,0.032797125,6,250,1
262627,0.032828375,7,250,1
262877,0.032859625,0,250,1
263127,0.032890875,1,250,1
263377,0.032922125,2,250,1
263627,0.032953375,3,250,1
263877,0.032984625,4,250,1
264127,0.033015875,5,250,1
264377,0.033047125,6,250,1
264627,0.033078375,7,250,1
264877,0.033109625,0,250,1
265127,0.033140875,1,250,1
265377,0.033172125,2,250,1
265627,0.033203375,3,250,1
265877,0.033234625,4,250,1
266127,0.033265875,5,250,1
266377,0.033297125,6,250,1
266627,0.033328375,7,248,1
266875,0.033359375,0,250,1
267125,0.033390625,1,250,1
267375,0.033421875,2,250,1
267625,0.033453125,3,250,1
267875,0.033484375,4,250,1
268125,0.033515625,5,250,1
268375,0.033546875,6,250,1
268625,0.033578125,7,250,1
268875,0.033609375,0,250,1
269125,0.033640625,1,250,1
269375,0.033671875,2,250,1
269625,0.033703125,3,250,1
269875,0.033734375,4,250,1
270125,0.033765625,5,250,1
270375,0.033796875,6,250,1
270625,0.033828125,7,250,1
270875,0.033859375,0,250,1
271125,0.033890625,1,250,1
271375,0.033921875,2,248,1
271623,0.033952875,3,250,1
271873,0.033984125,4,250,1
272123,0.034015375,5,250,1
272373,0.034046625,6,250,1
272623,0.034077875,7,250,1
272873,0.034109125,0,250,1
273123,0.034140375,1,250,1
273373,0.034171625,2,250,1
273623,0.034202875,3,250,1
273873,0.034234125,4,250,1
274123,0.034265375,5,250,1
274373,0.034296625,6,250,1
274623,0.034327875,7,250,1
274873,0.034359125,0,250,1
275123,0.034390375,1,250,1
275373,0.034421625,2,250,1
275623,0.034452875,3,250,1
275873,0.034484125,4,250,1
276123,0.034515375,5,248,1
276371,0.034546375,6,250,1
276621,0.034577625,7,250,1
276871,0.034608875,0,250,1
277121,0.034640125,1,250,1
277371,0.034671375,2,250,1
277621,0.034702625,3,250,1
277871,0.034733875,4,250,1
278121,0.034765125,5,250,1
278371,0.034796375,6,250,1
278621,0.034827625,7,250,1
278871,0.034858875,0,250,1
279121,0.034890125,1,250,1
279371,0.034921375,2,250,1
279621,0.034952625,3,250,1
279871,0.034983875,4,250,1
280121,0.035015125,5,250,1
280371,0.035046375,6,250,1
280621,0.035077625,7,250,1
280871,0.035108875,0,248,1
281119,0.035139875,1,250,1
281369,0.035171125,2,250,1
281619,0.035202375,3,250,1
281869,0.035233625,4,250,1
282119,0.035264875,5,250,1
282369,0.035296125,6,250,1
282619,0.035327375,7,250,1
282869,0.035358625,0,250,1
283119,0.035389875,1,250,1
283369,0.035421125,2,250,1
283619,0.035452375,3,250,1
283869,0.035483625,4,250,1
284119,0.035514875,5,250,1
284369,0.035546125,6,250,1
284619,0.035577375,7,250,1
284869,0.035608625,0,250,1
285119,0.035639875,1,250,1
285369,0.035671125,2,250,1
285619,0.035702375,3,248,1
285867,0.035733375,4,250,1
286117,0.035764625,5,250,1
286367,0.035795875,6,250,1
286617,0.035827125,7,250,1
286867,0.035858375,0,250,1
287117,0.035889625,1,250,1
287367,0.035920875,2,250,1
287617,0.035952125,3,250,1
287867,0.035983375,4,250,1
288117,0.036014625,5,250,1
288367,0.036045875,6,250,1
288617,0.036077125,7,250,1
288867,0.036108375,0,250,1
289117,0.036139625,1,250,1
289367,0.036170875,2,250,1
289617,0.036202125,3,250,1
289867,0.036233375,4,250,1
290117,0.036264625,5,250,1
290367,0.036295875,6,248,1
290615,0.036326875,7,250,1
290865,0.036358125,0,250,1
291115,0.036389375,1,250,1
291365,0.036420625,2,250,1
291615,0.036451875,3,250,1
291865,0.036483125,4,250,1
292115,0.036514375,5,250,1
292365,0.036545625,6,250,1
292615,0.036576875,7,250,1
292865,0.036608125,0,250,1
293115,0.036639375,1,250,1
293365,0.036670625,2,250,1
293615,0.036701875,3,250,1
293865,0.036733125,4,250,1
294115,0.036764375,5,250,1
294365,0.036795625,6,250,1
294615,0.036826875,7,250,1
294865,0.036858125,0,250,1
295115,0.036889375,1,250,1
295365,0.036920625,2,248,1
295613,0.036951625,3,250,1
295863,0.036982875,4,250,1
296113,0.037014125,5,250,1
296363,0.037045375,6,250,1
296613,0.037076625,7,250,1
296863,0.037107875,0,250,1
297113,0.037139125,1,250,1
297363,0.037170375,2,250,1
297613,0.037201625,3,250,1
297863,0.037232875,4,250,1
298113,0.037264125,5,250,1
298363,0.037295375,6,250,1
298613,0.037326625,7,250,1
298863,0.037357875,0,250,1
299113,0.037389125,1,250,1
299363,0.037420375,2,250,1
299613,0.037451625,3,250,1
299863,0.037482875,4,250,1
300113,0.037514125,5,248,1
300361,0.037545125,6,250,1
300611,0.037576375,7,250,1
300861,0.037607625,0,250,1
301111,0.037638875,1,250,1
301361,0.037670125,2,250,1
301611,0.037701375,3,250,1
301861,0.037732625,4,250,1
302111,0.037763875,5,250,1
302361,0.037795125,6,250,1
302611,0.037826375,7,250,1
302861,0.037857625,0,250,1
303111,0.037888875,1,250,1
303361,0.037920125,2,250,1
303611,0.037951375,3,250,1
303861,0.037982625,4,250,1
304111,0.038013875,5,250,1
304361,0.038045125,6,250,1
304611,0.038076375,7,250,1
304861,0.038107625,0,248,1
305109,0.038138625,1,250,1
305359,0.038169875,2,250,1
305609,0.038201125,3,250,1
305859,0.038232375,4,250,1
306109,0.038263625,5,250,1
306359,0.038294875,6,250,1
306609,0.038326125,7,250,1
306859,0.038357375,0,250,1
307109,0.038388625,1,250,1
307359,0.038419875,2,250,1
307609,0.038451125,3,250,1
307859,0.038482375,4,250,1
308109,0.038513625,5,250,1
308359,0.038544875,6,250,1
308609,0.038576125,7,250,1
308859,0.038607375,0,250,1
309109,0.038638625,1,250,1
309359,0.038669875,2,250,1
309609,0.038701125,3,248,1
309857,0.038732125,4,250,1
310107,0.038763375,5,250,1
310357,0.038794625,6,250,1
310607,0.038825875,7,250,1
310857,0.038857125,0,250,1
311107,0.038888375,1,250,1
311357,0.038919625,2,250,1
311607,0.038950875,3,250,1
311857,0.038982125,4,250,1
312107,0.039013375,5,250,1
312357,0.039044625,6,250,1
312607,0.039075875,7,250,1
312857,0.039107125,0,250,1
313107,0.039138375,1,250,1
313357,0.039169625,2,250,1
313607,0.039200875,3,250,1
313857,0.039232125,4,250,1
314107,0.039263375,5,250,1
314357,0.039294625,6,248,1
314605,0.039325625,7,250,1
314855,0.039356875,0,250,1
315105,0.039388125,1,250,1
315355,0.039419375,2,250,1
315605,0.039450625,3,250,1
315855,0.039481875,4,250,1
316105,0.039513125,5,250,1
316355,0.039544375,6,250,1
316605,0.039575625,7,250,1
316855,0.039606875,0,250,1
317105,0.039638125,1,250,1
317355,0.039669375,2,250,1
317605,0.039700625,3,250,1
317855,0.039731875,4,250,1
318105,0.039763125,5,250,1
318355,0.039794375,6,250,1
318605,0.039825625,7,250,1
318855,0.039856875,0,250,1
319105,0.039888125,1,250,1
319355,0.039919375,2,248,1
319603,0.039950375,3,250,1
319853,0.039981625,4,250,1
320103,0.040012875,5,250,1
320353,0.040044125,6,250,1
320603,0.040075375,7,250,1
320853,0.040106625,0,250,1
321103,0.040137875,1,250,1
321353,0.040169125,2,250,1
321603,0.040200375,3,250,1
321853,0.040231625,4,250,1
322103,0.040262875,5,250,1
322353,0.040294125,6,250,1
322603,0.040325375,7,250,1
322853,0.040356625,0,250,1
323103,0.040387875,1,250,1
323353,0.040419125,2,250,1
323603,0.040450375,3,250,1
323853,0.040481625,4,248,1
324101,0.040512625,5,250,1
324351,0.040543875,6,250,1
324601,0.040575125,7,250,1
324851,0.040606375,0,250,1
325101,0.040637625,1,250,1
325351,0.040668875,2,250,1
325601,0.040700125,3,250,1
325851,0.040731375,4,250,1
326101,0.040762625,5,250,1
326351,0.040793875,6,250,1
326601,0.040825125,7,250,1
326851,0.040856375,0,250,1
327101,0.040887625,1,250,1
327351,0.040918875,2,250,1
