abs_word_idx,timestamp_s,packet_num,frame_length,passed_valid
31975,0.003996875,4,248,1
32223,0.004027875,5,250,1
32473,0.004059125,6,250,1
32723,0.004090375,7,250,1
32973,0.004121625,0,250,1
33223,0.004152875,1,250,1
33473,0.004184125,2,250,1
33723,0.004215375,3,250,1
33973,0.004246625,4,250,1
34223,0.004277875,5,250,1
34473,0.004309125,6,250,1
34723,0.004340375,7,250,1
34973,0.004371625,0,250,1
35223,0.004402875,1,250,1
35473,0.004434125,2,250,1
35723,0.004465375,3,250,1
35973,0.004496625,4,250,1
36223,0.004527875,5,250,1
36473,0.004559125,6,250,1
36723,0.004590375,7,248,1
36971,0.004621375,0,250,1
37221,0.004652625,1,250,1
37471,0.004683875,2,250,1
37721,0.004715125,3,250,1
37971,0.004746375,4,250,1
38221,0.004777625,5,250,1
38471,0.004808875,6,250,1
38721,0.004840125,7,250,1
38971,0.004871375,0,250,1
39221,0.004902625,1,250,1
39471,0.004933875,2,250,1
39721,0.004965125,3,250,1
39971,0.004996375,4,250,1
40221,0.005027625,5,250,1
40471,0.005058875,6,250,1
40721,0.005090125,7,250,1
40971,0.005121375,0,250,1
41221,0.005152625,1,250,1
41471,0.005183875,2,248,1
41719,0.005214875,3,250,1
41969,0.005246125,4,250,1
42219,0.005277375,5,250,1
42469,0.005308625,6,250,1
42719,0.005339875,7,250,1
42969,0.005371125,0,250,1
43219,0.005402375,1,250,1
43469,0.005433625,2,250,1
43719,0.005464875,3,250,1
43969,0.005496125,4,250,1
44219,0.005527375,5,250,1
44469,0.005558625,6,250,1
44719,0.005589875,7,250,1
44969,0.005621125,0,250,1
45219,0.005652375,1,250,1
45469,0.005683625,2,250,1
45719,0.005714875,3,250,1
45969,0.005746125,4,250,1
46219,0.005777375,5,248,1
46467,0.005808375,6,250,1
46717,0.005839625,7,250,1
46967,0.005870875,0,250,1
47217,0.005902125,1,250,1
47467,0.005933375,2,250,1
47717,0.005964625,3,250,1
47967,0.005995875,4,250,1
48217,0.006027125,5,250,1
48467,0.006058375,6,250,1
48717,0.006089625,7,250,1
48967,0.006120875,0,250,1
49217,0.006152125,1,250,1
49467,0.006183375,2,250,1
49717,0.006214625,3,250,1
49967,0.006245875,4,250,1
50217,0.006277125,5,250,1
50467,0.006308375,6,250,1
50717,0.006339625,7,250,1
50967,0.006370875,0,248,1
51215,0.006401875,1,250,1
